,keyword,Relative_Frequency.18,Relative_Frequency
91,communications,0.0001536759282026,0.0005818181818181
92,communities,0.0007069092697319,0.0024727272727272
93,community,0.0003688222276862,0.0001454545454545
94,complements,3.073518564052127e-05,0.0001454545454545
95,completion,9.22055569215638e-05,0.0001454545454545
96,compliance,0.0042107204327514,0.0001454545454545
97,composition,6.147037128104254e-05,0.000290909090909
98,comprehensive,0.0002766166707646,0.0001454545454545
99,concept,0.0005532333415293,0.0001454545454545
100,concerns,0.000122940742562,0.000290909090909
101,conditions,0.0011679370543398,0.0004363636363636
102,conference,0.0004302925989672,0.0052363636363636
103,confidential,3.073518564052127e-05,0.000290909090909
104,confidentiality,6.147037128104254e-05,0.0004363636363636
105,confirmation,3.073518564052127e-05,0.0001454545454545
106,conflicts,0.0003995574133267,0.0001454545454545
107,consequence,3.073518564052127e-05,0.0001454545454545
108,conservation,0.001475288910745,0.0001454545454545
109,consider,3.073518564052127e-05,0.0005818181818181
110,consideration,9.22055569215638e-05,0.0042181818181818
111,considers,6.147037128104254e-05,0.0001454545454545
112,consultation,9.22055569215638e-05,0.0004363636363636
113,contact,0.0002151462994836,0.0001454545454545
114,contain,6.147037128104254e-05,0.0001454545454545
115,context,6.147037128104254e-05,0.0013090909090909
116,contributes,6.147037128104254e-05,0.0001454545454545
117,contribution,0.0004917629702483,0.0014545454545454
118,contributions,0.0001536759282026,0.0030545454545454
119,convention,0.0002458814851241,0.0011636363636363
120,conversion,3.073518564052127e-05,0.0004363636363636
121,cooperation,0.0015982296533071,0.0007272727272727
122,coordinate,3.073518564052127e-05,0.0001454545454545
123,coordination,0.000122940742562,0.0011636363636363
124,coronavirus,6.147037128104254e-05,0.0001454545454545
125,costs,0.0003073518564052,0.0010181818181818
126,counting,6.147037128104254e-05,0.000290909090909
127,countries,0.0003380870420457,0.001890909090909
128,country,0.0001844111138431,0.0059636363636363
129,course,0.000829850012294,0.0001454545454545
130,creation,0.0002766166707646,0.0005818181818181
131,culture,0.0006761740840914,0.0001454545454545
132,cycle,0.0002458814851241,0.0007272727272727
133,damage,0.0004610277846078,0.0017454545454545
134,data,0.0016597000245881,0.0004363636363636
135,date,9.22055569215638e-05,0.0004363636363636
136,decade,6.147037128104254e-05,0.0004363636363636
137,december,0.0007376444553725,0.0007272727272727
138,decision,0.0001536759282026,0.0117818181818181
139,decision-making,3.073518564052127e-05,0.000290909090909
140,decisions,0.0003995574133267,0.005090909090909
141,defines,3.073518564052127e-05,0.0001454545454545
142,definitions,6.147037128104254e-05,0.0001454545454545
143,deliver,0.0002458814851241,0.0004363636363636
144,delivery,0.0002766166707646,0.0013090909090909
145,demand,0.0003380870420457,0.0001454545454545
146,deployment,9.22055569215638e-05,0.0001454545454545
147,description,0.0001844111138431,0.000290909090909
148,design,0.0007376444553725,0.0005818181818181
149,desk,0.000122940742562,0.0001454545454545
150,develop,6.147037128104254e-05,0.0004363636363636
151,development,0.0207462503073518,0.0104727272727272
152,dialogue,0.0001536759282026,0.0004363636363636
153,differs,6.147037128104254e-05,0.0001454545454545
154,dioxide,0.0001844111138431,0.0007272727272727
155,disabilities,0.000122940742562,0.0011636363636363
156,discussions,0.000122940742562,0.0001454545454545
157,disease,0.0001844111138431,0.000290909090909
158,diverse,3.073518564052127e-05,0.0001454545454545
159,diversification,0.000122940742562,0.0005818181818181
160,document,0.0003688222276862,0.0001454545454545
161,documents,0.001536759282026,0.000290909090909
162,draft,0.0002151462994836,0.0001454545454545
163,duration,0.000122940742562,0.000290909090909
164,earth,9.22055569215638e-05,0.0001454545454545
165,economy,0.0007376444553725,0.0001454545454545
166,ecosystems,0.0003995574133267,0.000290909090909
167,effect,0.0006147037128104,0.0005818181818181
168,effectiveness,0.0002151462994836,0.0001454545454545
169,effects,6.147037128104254e-05,0.0023272727272727
170,efficiency,0.0031042537496926,0.0001454545454545
171,effort,0.0003380870420457,0.0001454545454545
172,efforts,0.0012908777969018,0.001890909090909
173,election,3.073518564052127e-05,0.000290909090909
174,elements,0.0002766166707646,0.0001454545454545
175,emission,0.0004302925989672,0.0075636363636363
176,emissions,0.0048868945168428,0.008
177,end,0.000768379641013,0.0010181818181818
178,energy,0.0086980575362675,0.0004363636363636
179,engagement,0.000829850012294,0.0001454545454545
180,enhance,9.22055569215638e-05,0.0010181818181818
181,enhancement,0.0001536759282026,0.0001454545454545
182,ensures,3.073518564052127e-05,0.0001454545454545
183,ensuring,0.002182198180477,0.0001454545454545
184,entities,0.0003995574133267,0.0026181818181818
185,entity,6.147037128104254e-05,0.0013090909090909
186,environment,0.0059626260142611,0.0004363636363636
187,environments,3.073518564052127e-05,0.0001454545454545
188,equality,3.073518564052127e-05,0.0013090909090909
189,equivalent,3.073518564052127e-05,0.000290909090909
190,estimate,6.147037128104254e-05,0.0001454545454545
191,events,0.0007376444553725,0.0001454545454545
192,executive,0.0005224981558888,0.0004363636363636
193,expenses,0.0003380870420457,0.001890909090909
194,experience,0.0002151462994836,0.0001454545454545
195,expert,9.22055569215638e-05,0.0023272727272727
196,expertise,0.0001536759282026,0.0001454545454545
197,experts,0.0006761740840914,0.0005818181818181
198,explanation,0.0006761740840914,0.0004363636363636
199,facilitate,3.073518564052127e-05,0.000290909090909
200,facility,0.0007991148266535,0.0004363636363636
201,factor,0.0002458814851241,0.0001454545454545
202,factors,0.0002766166707646,0.0001454545454545
203,february,6.147037128104254e-05,0.0001454545454545
204,finance,6.147037128104254e-05,0.0045090909090909
205,financial,0.0006454388984509,0.0004363636363636
206,financing,9.22055569215638e-05,0.0001454545454545
207,findings,9.22055569215638e-05,0.0004363636363636
208,first,9.22055569215638e-05,0.0001454545454545
209,focus,0.0006454388984509,0.0007272727272727
210,following,3.073518564052127e-05,0.000290909090909
211,forests,6.147037128104254e-05,0.000290909090909
212,form,0.0001536759282026,0.000290909090909
213,format,0.0001536759282026,0.0004363636363636
214,forms,0.000122940742562,0.0004363636363636
215,forum,0.0001536759282026,0.0004363636363636
216,fosters,3.073518564052127e-05,0.0001454545454545
217,framework,0.0024588148512417,0.0040727272727272
218,frameworks,3.073518564052127e-05,0.0001454545454545
219,frequency,0.0003688222276862,0.0001454545454545
220,fuel,0.0028276370789279,0.0001454545454545
221,functions,0.0005532333415293,0.0010181818181818
222,fund,9.22055569215638e-05,0.0020363636363636
223,funding,3.073518564052127e-05,0.000290909090909
224,funds,9.22055569215638e-05,0.0010181818181818
225,future,0.0032886648635357,0.0005818181818181
226,gaps,9.22055569215638e-05,0.0004363636363636
227,gas,0.0069154167691172,0.0017454545454545
228,gases,0.0001844111138431,0.000290909090909
229,generation,0.0003995574133267,0.0001454545454545
230,ghg,0.0015674944676665,0.0010181818181818
231,glasgow,3.073518564052127e-05,0.0021818181818181
232,global,0.0014138185394639,0.0005818181818181
233,goal,0.0002458814851241,0.0021818181818181
234,goals,0.0027661667076469,0.0017454545454545
235,governance,0.0016904352102286,0.0007272727272727
236,government,0.0011679370543398,0.0001454545454545
237,governments,6.147037128104254e-05,0.0001454545454545
238,grants,0.000122940742562,0.0001454545454545
239,greenhouse,0.0007069092697319,0.0017454545454545
240,group,0.0082370297516597,0.0008727272727272
241,groups,0.0002766166707646,0.0004363636363636
242,guidance,0.0005532333415293,0.0048
243,guidelines,0.0003380870420457,0.0008727272727272
244,half,3.073518564052127e-05,0.0001454545454545
245,heads,0.0002766166707646,0.0001454545454545
246,health,0.0070383575116793,0.0011636363636363
247,help,0.0004302925989672,0.0001454545454545
248,hereinafter,0.000122940742562,0.0020363636363636
249,host,3.073518564052127e-05,0.0055272727272727
250,https,0.0003688222276862,0.0010181818181818
251,identification,0.0003995574133267,0.0008727272727272
252,identifying,6.147037128104254e-05,0.0004363636363636
253,impact,0.0019363166953528,0.0001454545454545
254,impacts,0.0010142611261372,0.0029090909090909
255,impartiality,3.073518564052127e-05,0.0001454545454545
256,implement,0.0001844111138431,0.0004363636363636
257,implementation,0.0022129333661175,0.0125090909090909
258,implications,9.22055569215638e-05,0.0008727272727272
259,importance,0.0004917629702483,0.0020363636363636
260,improvement,0.0009527907548561,0.0001454545454545
261,improvements,0.0001844111138431,0.000290909090909
262,incentives,3.073518564052127e-05,0.0001454545454545
263,include,6.147037128104254e-05,0.0001454545454545
264,inclusion,9.22055569215638e-05,0.0001454545454545
265,increase,0.0006454388984509,0.0017454545454545
266,indicator,0.0003380870420457,0.0008727272727272
267,indicators,0.0012908777969018,0.0001454545454545
268,indigenous,0.0002458814851241,0.0001454545454545
269,information,0.0036267519055815,0.009890909090909
270,infrastructure,0.0011986722399803,0.0004363636363636
271,initiative,0.0008913203835751,0.000290909090909
272,initiatives,0.0015982296533071,0.0005818181818181
273,innovation,0.0040877796901893,0.0001454545454545
274,input,3.073518564052127e-05,0.0001454545454545
275,institutions,0.0005532333415293,0.0010181818181818
276,instructions,3.073518564052127e-05,0.0001454545454545
277,instruments,3.073518564052127e-05,0.000290909090909
278,integrated,0.0001844111138431,0.0001454545454545
279,integrity,0.0006147037128104,0.0005818181818181
280,interest,0.0007991148266535,0.0005818181818181
281,international,0.0009527907548561,0.0004363636363636
282,inventory,6.147037128104254e-05,0.0001454545454545
283,investments,0.0003995574133267,0.0001454545454545
284,island,9.22055569215638e-05,0.000290909090909
285,issue,6.147037128104254e-05,0.0001454545454545
286,issues,0.0005224981558888,0.0001454545454545
287,january,0.0001536759282026,0.0001454545454545
288,jobs,0.0002766166707646,0.0005818181818181
289,june,0.0002458814851241,0.0008727272727272
290,knowledge,0.0002458814851241,0.0004363636363636
291,law,0.0005224981558888,0.0001454545454545
292,leaders,0.0001844111138431,0.000290909090909
293,leadership,0.0005224981558888,0.0001454545454545
294,leakage,3.073518564052127e-05,0.0010181818181818
295,legislation,0.0003380870420457,0.0001454545454545
296,lessons,9.22055569215638e-05,0.0004363636363636
297,level,0.0010757314974182,0.0021818181818181
298,levels,0.0006147037128104,0.0011636363636363
299,limit,6.147037128104254e-05,0.000290909090909
300,limits,3.073518564052127e-05,0.0005818181818181
301,line,0.0020285222522744,0.0008727272727272
302,links,3.073518564052127e-05,0.0001454545454545
303,loss,0.0001536759282026,0.0017454545454545
304,low-emission,9.22055569215638e-05,0.0001454545454545
305,maintain,0.0002151462994836,0.0004363636363636
306,majority,9.22055569215638e-05,0.0001454545454545
307,make,6.147037128104254e-05,0.0001454545454545
308,management,0.0240656503565281,0.0001454545454545
309,march,0.0004302925989672,0.0004363636363636
310,marine,0.0002151462994836,0.0001454545454545
311,matter,0.000122940742562,0.000290909090909
312,matters,0.0005532333415293,0.0005818181818181
313,may,0.0002151462994836,0.0001454545454545
314,means,0.000122940742562,0.000290909090909
315,measures,0.0027046963363658,0.0024727272727272
316,mechanism,3.073518564052127e-05,0.0126545454545454
317,mechanisms,0.0001536759282026,0.000290909090909
318,meet,0.000122940742562,0.0014545454545454
319,meeting,0.0003073518564052,0.0072727272727272
320,meetings,0.0005532333415293,0.0011636363636363
321,meets,3.073518564052127e-05,0.0001454545454545
322,member,0.0002151462994836,0.0016
323,members,0.0008605851979345,0.0052363636363636
324,membership,6.147037128104254e-05,0.000290909090909
325,meteorological,3.073518564052127e-05,0.0001454545454545
326,methane,0.0009835259404966,0.0001454545454545
327,method,0.0001844111138431,0.0010181818181818
328,methodologies,9.22055569215638e-05,0.0032
329,methodology,0.0003380870420457,0.0008727272727272
330,methods,0.0002766166707646,0.0005818181818181
331,metrics,0.0002151462994836,0.0014545454545454
332,minimum,3.073518564052127e-05,0.0001454545454545
333,mitigation,0.0003380870420457,0.0196363636363636
334,mobilization,3.073518564052127e-05,0.0004363636363636
335,monitoring,0.001475288910745,0.0011636363636363
336,nations,0.0002151462994836,0.0005818181818181
337,nature,0.0007069092697319,0.000290909090909
338,ndcs,9.22055569215638e-05,0.0036363636363636
339,need,6.147037128104254e-05,0.0004363636363636
340,needs,0.0003380870420457,0.0014545454545454
341,network,0.0007376444553725,0.0008727272727272
342,nomination,3.073518564052127e-05,0.0001454545454545
343,non-state,3.073518564052127e-05,0.0001454545454545
344,note,6.147037128104254e-05,0.0007272727272727
345,notes,6.147037128104254e-05,0.0014545454545454
346,november,0.0001844111138431,0.0017454545454545
347,number,0.0034423407917383,0.0005818181818181
348,objectives,0.0006147037128104,0.000290909090909
349,obligations,0.0002151462994836,0.0014545454545454
350,ocean,6.147037128104254e-05,0.0001454545454545
351,october,9.22055569215638e-05,0.0001454545454545
352,office,0.0007376444553725,0.000290909090909
353,operate,3.073518564052127e-05,0.000290909090909
354,operating,0.0003073518564052,0.0001454545454545
355,operation,0.0009220555692156,0.0010181818181818
356,operations,0.0039033685763462,0.0001454545454545
357,opportunities,0.0010449963117777,0.0004363636363636
358,option,0.0001844111138431,0.0001454545454545
359,options,6.147037128104254e-05,0.0010181818181818
360,order,0.0007376444553725,0.0013090909090909
361,organization,3.073518564052127e-05,0.000290909090909
362,organizations,3.073518564052127e-05,0.0011636363636363
363,outcomes,3.073518564052127e-05,0.0029090909090909
364,overview,9.22055569215638e-05,0.0001454545454545
365,page,0.0010757314974182,0.0001454545454545
366,pandemic,0.0007069092697319,0.0001454545454545
367,panel,6.147037128104254e-05,0.0013090909090909
368,papers,6.147037128104254e-05,0.0001454545454545
369,parameters,0.0001536759282026,0.0001454545454545
370,paris,0.0003073518564052,0.0183272727272727
371,part,0.0043029259896729,0.001890909090909
372,participants,0.0007376444553725,0.0017454545454545
373,participates,3.073518564052127e-05,0.000290909090909
374,participation,0.0003688222276862,0.0043636363636363
375,parties,0.0006454388984509,0.0304
376,partnership,0.0003995574133267,0.0001454545454545
377,partnerships,0.0001536759282026,0.0001454545454545
378,people,0.0011372018686992,0.0013090909090909
379,peoples,0.0008913203835751,0.0021818181818181
380,percentage,0.0001844111138431,0.0001454545454545
381,perform,9.22055569215638e-05,0.0001454545454545
382,period,0.0011064666830587,0.0052363636363636
383,periods,9.22055569215638e-05,0.0026181818181818
384,persons,0.0003380870420457,0.0011636363636363
385,physical,3.073518564052127e-05,0.0001454545454545
386,place,0.0009835259404966,0.0005818181818181
387,plan,0.0010449963117777,0.000290909090909
388,planning,0.0002458814851241,0.0001454545454545
389,plans,0.0008913203835751,0.0010181818181818
390,platform,0.0004302925989672,0.0024727272727272
391,policies,0.0006761740840914,0.0014545454545454
392,policy,0.0023973444799606,0.0001454545454545
393,power,0.000768379641013,0.000290909090909
394,practice,0.0004302925989672,0.000290909090909
395,practices,0.0008913203835751,0.000290909090909
396,prepare,9.22055569215638e-05,0.000290909090909
397,press,0.0002151462994836,0.0001454545454545
398,principle,0.0008605851979345,0.0001454545454545
399,principles,0.002243668551758,0.000290909090909
400,priorities,0.0005839685271699,0.0008727272727272
401,procedure,0.0007376444553725,0.000290909090909
402,procedures,0.001536759282026,0.0036363636363636
403,process,0.0020285222522744,0.0008727272727272
404,processes,0.0010142611261372,0.0008727272727272
405,programme,0.0043951315465945,0.0048
406,programmes,0.0020592574379149,0.000290909090909
407,progress,0.0006761740840914,0.0016
408,project,0.0024588148512417,0.0010181818181818
409,projections,3.073518564052127e-05,0.000290909090909
410,projects,0.0030735185640521,0.000290909090909
411,promote,3.073518564052127e-05,0.000290909090909
412,protecting,9.22055569215638e-05,0.0001454545454545
413,protection,0.0029813130071305,0.0001454545454545
414,protocol,3.073518564052127e-05,0.0005818181818181
415,providers,9.22055569215638e-05,0.0001454545454545
416,provision,0.0004917629702483,0.0016
417,provisions,9.22055569215638e-05,0.0010181818181818
418,proximity,6.147037128104254e-05,0.0001454545454545
419,purpose,3.073518564052127e-05,0.0004363636363636
420,purposes,9.22055569215638e-05,0.0042181818181818
421,pursuant,3.073518564052127e-05,0.0020363636363636
422,quality,0.0020899926235554,0.0008727272727272
423,range,0.0004917629702483,0.0001454545454545
424,reasons,0.000122940742562,0.0001454545454545
425,recognition,0.0001536759282026,0.0001454545454545
426,recommendations,0.0006761740840914,0.0027636363636363
427,record,0.0002458814851241,0.0001454545454545
428,records,9.22055569215638e-05,0.0001454545454545
429,recovery,0.000122940742562,0.0001454545454545
430,reduction,0.0011986722399803,0.0001454545454545
431,reference,0.0011986722399803,0.0005818181818181
432,refers,3.073518564052127e-05,0.0007272727272727
433,reflect,3.073518564052127e-05,0.0001454545454545
434,regard,3.073518564052127e-05,0.000290909090909
435,region,0.0013830833538234,0.0001454545454545
436,regions,0.0028583722645684,0.000290909090909
437,register,0.0002151462994836,0.0001454545454545
438,registration,0.0001844111138431,0.0008727272727272
439,regular,6.147037128104254e-05,0.0001454545454545
440,regulation,0.0006761740840914,0.0001454545454545
441,relevant,3.073518564052127e-05,0.0013090909090909
442,removals,3.073518564052127e-05,0.0027636363636363
443,replacement,9.22055569215638e-05,0.0004363636363636
444,replenishment,3.073518564052127e-05,0.0001454545454545
445,report,0.0053786574870912,0.0046545454545454
446,reporting,0.0010757314974182,0.0016
447,reports,0.0009527907548561,0.001890909090909
448,representation,3.073518564052127e-05,0.0004363636363636
449,requests,9.22055569215638e-05,0.003490909090909
450,requirements,0.0025202852225227,0.0049454545454545
451,research,0.0050098352594049,0.000290909090909
452,reserve,0.0002151462994836,0.0001454545454545
453,reservoirs,9.22055569215638e-05,0.0001454545454545
454,resilience,3.073518564052127e-05,0.000290909090909
455,resources,0.0017211703958691,0.0024727272727272
456,respect,0.0003380870420457,0.0017454545454545
457,respects,0.0001536759282026,0.0001454545454545
458,respond,9.22055569215638e-05,0.0005818181818181
459,response,0.0031657241209736,0.0011636363636363
460,result,0.0004302925989672,0.0001454545454545
461,results,0.0011064666830587,0.000290909090909
462,retirement,6.147037128104254e-05,0.0001454545454545
463,review,0.0004610277846078,0.0061090909090909
464,reviews,0.0001844111138431,0.0007272727272727
465,rights,0.0026739611507253,0.0026181818181818
466,risk,0.0063929186132284,0.0005818181818181
467,role,0.0003073518564052,0.0011636363636363
468,round,0.0001536759282026,0.0001454545454545
469,rules,0.0006147037128104,0.0039272727272727
470,safeguards,3.073518564052127e-05,0.0016
471,scale,0.0002766166707646,0.0005818181818181
472,scenario,0.0002151462994836,0.000290909090909
473,schedule,6.147037128104254e-05,0.000290909090909
474,science,0.0004302925989672,0.0007272727272727
475,scientific,0.0004302925989672,0.0021818181818181
476,sector,0.0014138185394639,0.0014545454545454
477,sectors,0.000122940742562,0.0008727272727272
478,selection,9.22055569215638e-05,0.0001454545454545
479,service,0.0018133759527907,0.0001454545454545
480,services,0.0024895500368822,0.000290909090909
481,session,6.147037128104254e-05,0.0043636363636363
482,sessions,0.0003688222276862,0.000290909090909
483,set,0.0002151462994836,0.0001454545454545
484,share,0.000768379641013,0.0032
485,sinks,3.073518564052127e-05,0.0010181818181818
486,society,0.0002151462994836,0.0011636363636363
487,solutions,0.0011064666830587,0.0001454545454545
488,source,6.147037128104254e-05,0.0001454545454545
489,sources,0.0009527907548561,0.0020363636363636
490,specific,3.073518564052127e-05,0.0001454545454545
491,specifications,3.073518564052127e-05,0.0001454545454545
492,stakeholder,0.0003380870420457,0.0001454545454545
493,stakeholders,0.0006761740840914,0.0023272727272727
494,standards,0.0053171871158101,0.0004363636363636
495,start,3.073518564052127e-05,0.0001454545454545
496,state,0.0015982296533071,0.0004363636363636
497,statement,0.0003995574133267,0.0001454545454545
498,strategies,9.22055569215638e-05,0.0007272727272727
499,strategy,0.0024280796656011,0.0008727272727272
500,strengthen,6.147037128104254e-05,0.0004363636363636
501,studies,0.0003380870420457,0.0001454545454545
502,subject,0.0001536759282026,0.0001454545454545
503,subsidiary,0.0005532333415293,0.0027636363636363
504,supervision,0.0001536759282026,0.0005818181818181
505,support,0.002243668551758,0.0048
506,sustainability,0.0022744037373985,0.0001454545454545
507,synthesis,3.073518564052127e-05,0.0007272727272727
508,systems,0.0017211703958691,0.000290909090909
509,tables,6.147037128104254e-05,0.000290909090909
510,target,0.0009527907548561,0.0004363636363636
511,targets,0.0013830833538234,0.000290909090909
512,team,0.0003688222276862,0.0010181818181818
513,teams,0.0007991148266535,0.0001454545454545
514,technical,0.0004302925989672,0.0001454545454545
515,technological,3.073518564052127e-05,0.0021818181818181
516,technologies,0.0017826407671502,0.0004363636363636
517,technology,0.0012601426112613,0.0020363636363636
518,temperature,0.0002766166707646,0.001890909090909
519,temperatures,0.000122940742562,0.000290909090909
520,term,0.0001844111138431,0.0013090909090909
521,terms,0.0004610277846078,0.0010181818181818
522,themes,3.073518564052127e-05,0.0001454545454545
523,therein,3.073518564052127e-05,0.0001454545454545
524,threat,9.22055569215638e-05,0.000290909090909
525,time,0.0005224981558888,0.0008727272727272
526,timing,6.147037128104254e-05,0.0001454545454545
527,tonne,9.22055569215638e-05,0.0001454545454545
528,tonnes,0.0003380870420457,0.000290909090909
529,tool,0.0003073518564052,0.0001454545454545
530,tools,0.0007069092697319,0.0004363636363636
531,total,0.0002151462994836,0.0001454545454545
532,towards,0.0005532333415293,0.0058181818181818
533,track,3.073518564052127e-05,0.0004363636363636
534,trajectories,3.073518564052127e-05,0.0005818181818181
535,transactions,6.147037128104254e-05,0.0001454545454545
536,transfer,9.22055569215638e-05,0.0039272727272727
537,transition,0.0010449963117777,0.0020363636363636
538,transparency,0.0004302925989672,0.003490909090909
539,transparent,0.0001536759282026,0.0001454545454545
540,type,0.0003380870420457,0.000290909090909
541,unfccc,3.073518564052127e-05,0.0004363636363636
542,united,0.0002151462994836,0.0005818181818181
543,university,0.0010142611261372,0.0001454545454545
544,updates,9.22055569215638e-05,0.0001454545454545
545,use,0.0015982296533071,0.0046545454545454
546,users,3.073518564052127e-05,0.000290909090909
547,uses,3.073518564052127e-05,0.0001454545454545
548,value,0.000768379641013,0.0001454545454545
549,verification,3.073518564052127e-05,0.0007272727272727
550,view,0.0003073518564052,0.0008727272727272
551,views,3.073518564052127e-05,0.0001454545454545
552,volume,0.0007069092697319,0.0001454545454545
553,voluntary,6.147037128104254e-05,0.000290909090909
554,way,0.0003380870420457,0.000290909090909
555,ways,6.147037128104254e-05,0.0005818181818181
556,weather,0.0003688222276862,0.000290909090909
557,women,0.0003688222276862,0.0014545454545454
558,work,0.0013830833538234,0.0065454545454545
559,workforce,9.22055569215638e-05,0.0005818181818181
560,working,0.0002151462994836,0.0004363636363636
561,workshop,6.147037128104254e-05,0.0005818181818181
562,workshops,0.0002458814851241,0.0001454545454545
563,world,0.0005224981558888,0.0004363636363636
564,year,0.002182198180477,0.0040727272727272
565,years,0.0006761740840914,0.0016
566,youth,0.0001844111138431,0.0004363636363636
567,zero,0.0002458814851241,0.0001454545454545
568,zone,6.147037128104254e-05,0.0001454545454545
