,keyword,Frequency.49,Frequency
0,ability,3.0,2.0
1,access,7.0,9.0
2,accordance,1.0,27.0
3,accounting,1.0,4.0
4,achieve,7.0,1.0
5,achievement,1.0,4.0
6,action,2.0,43.0
7,actions,6.0,52.0
8,activities,26.0,16.0
9,activity,4.0,1.0
10,adapt,1.0,1.0
11,addition,13.0,3.0
12,address,3.0,5.0
13,adoption,1.0,33.0
14,advice,1.0,16.0
15,africa,3.0,1.0
16,agencies,1.0,3.0
17,agency,1.0,2.0
18,agenda,7.0,5.0
19,agreement,6.0,246.0
20,agreements,11.0,2.0
21,aim,1.0,4.0
22,america,1.0,1.0
23,amount,3.0,1.0
24,analysis,2.0,1.0
25,approach,15.0,1.0
26,approval,1.0,9.0
27,arabic,1.0,1.0
28,area,18.0,2.0
29,areas,10.0,3.0
30,arrangements,2.0,16.0
31,aspects,3.0,1.0
32,assess,2.0,2.0
33,assessment,4.0,8.0
34,assessments,1.0,5.0
35,assistance,2.0,4.0
36,awareness,8.0,5.0
37,barriers,1.0,1.0
38,basis,4.0,16.0
39,benefit,1.0,1.0
40,benefits,7.0,5.0
41,biodiversity,12.0,1.0
42,bodies,2.0,25.0
43,body,2.0,31.0
44,build,1.0,1.0
45,building,7.0,3.0
46,bureau,1.0,2.0
47,capabilities,1.0,6.0
48,capacity,18.0,12.0
49,carbon,3.0,2.0
50,case,7.0,1.0
51,cases,4.0,1.0
52,centre,4.0,5.0
53,ceremony,3.0,2.0
54,certification,2.0,1.0
55,challenge,2.0,1.0
56,challenges,3.0,2.0
57,change,19.0,52.0
58,channels,1.0,1.0
59,cities,28.0,2.0
60,climate,17.0,62.0
61,collaboration,6.0,2.0
62,commitment,9.0,1.0
63,committee,12.0,31.0
64,communication,7.0,7.0
65,communications,1.0,5.0
66,communities,11.0,6.0
67,compensation,2.0,1.0
68,compliance,10.0,2.0
69,component,1.0,1.0
70,comprehensive,2.0,2.0
71,concern,1.0,4.0
72,concerns,5.0,1.0
73,conditions,8.0,1.0
74,conduct,1.0,3.0
75,conference,1.0,120.0
76,conservation,7.0,3.0
77,consultation,2.0,4.0
78,consumption,11.0,1.0
79,contents,1.0,1.0
80,context,1.0,8.0
81,continuity,17.0,1.0
82,continuous,3.0,1.0
83,contribute,3.0,1.0
84,contribution,9.0,23.0
85,contributions,3.0,44.0
86,convention,2.0,84.0
87,cooperation,3.0,11.0
88,coordination,5.0,6.0
89,costs,10.0,2.0
90,countries,3.0,23.0
91,country,8.0,70.0
92,cover,1.0,1.0
93,creation,3.0,1.0
94,criteria,2.0,1.0
95,cycle,3.0,2.0
96,damage,3.0,7.0
97,day,17.0,6.0
98,december,1.0,2.0
99,decent,1.0,1.0
100,decrease,4.0,1.0
101,delivery,8.0,2.0
102,demonstrate,1.0,2.0
103,deployment,1.0,2.0
104,design,9.0,1.0
105,development,98.0,46.0
106,dialogue,4.0,3.0
107,displacement,1.0,1.0
108,document,3.0,1.0
109,documents,1.0,1.0
110,doha,8.0,1.0
111,economies,1.0,1.0
112,education,6.0,4.0
113,effect,3.0,6.0
114,effectiveness,2.0,5.0
115,effects,1.0,10.0
116,effort,4.0,2.0
117,efforts,7.0,40.0
118,emergency,27.0,1.0
119,emission,6.0,18.0
120,emissions,46.0,29.0
121,encourages,1.0,3.0
122,energy,45.0,3.0
123,engagement,17.0,2.0
124,english,1.0,1.0
125,enhance,7.0,18.0
126,enhanced,3.0,4.0
127,enhancing,4.0,1.0
128,entities,1.0,9.0
129,entity,2.0,1.0
130,entry,1.0,5.0
131,environment,32.0,6.0
132,establishment,2.0,1.0
133,event,1.0,3.0
134,events,16.0,5.0
135,exchange,1.0,3.0
136,expenses,1.0,1.0
137,experience,7.0,4.0
138,experiences,1.0,8.0
139,expert,1.0,8.0
140,facilities,27.0,1.0
141,facility,11.0,6.0
142,features,1.0,1.0
143,fields,8.0,1.0
144,finance,2.0,15.0
145,financial,1.0,10.0
146,financing,1.0,1.0
147,food,2.0,3.0
148,force,1.0,9.0
149,forum,7.0,1.0
150,foundation,2.0,1.0
151,framework,14.0,20.0
152,frequency,1.0,1.0
153,functions,2.0,8.0
154,further,1.0,1.0
155,gas,126.0,19.0
156,gases,2.0,5.0
157,gender,1.0,1.0
158,general,7.0,1.0
159,global,6.0,7.0
160,goal,1.0,10.0
161,goals,10.0,1.0
162,governance,10.0,1.0
163,government,5.0,1.0
164,greenhouse,5.0,21.0
165,group,4.0,24.0
166,groups,1.0,4.0
167,growth,5.0,1.0
168,guidance,7.0,22.0
169,guidelines,7.0,15.0
170,half,1.0,1.0
171,headquarters,1.0,1.0
172,health,44.0,3.0
173,identify,2.0,3.0
174,impact,16.0,2.0
175,impacts,9.0,10.0
176,implementation,13.0,84.0
177,importance,2.0,16.0
178,improve,2.0,1.0
179,improvement,2.0,2.0
180,increase,7.0,7.0
181,information,6.0,43.0
182,initiative,4.0,5.0
183,initiatives,17.0,7.0
184,innovation,2.0,1.0
185,inputs,4.0,1.0
186,institutions,4.0,9.0
187,insurance,3.0,3.0
188,integration,1.0,12.0
189,integrity,19.0,6.0
190,international,16.0,9.0
191,interventions,1.0,2.0
192,introduction,2.0,1.0
193,island,9.0,4.0
194,issue,3.0,1.0
195,issues,15.0,1.0
196,jobs,1.0,1.0
197,knowledge,8.0,8.0
198,kyoto,2.0,8.0
199,lead,3.0,3.0
200,lessons,1.0,7.0
201,level,2.0,9.0
202,levels,6.0,15.0
203,limit,1.0,3.0
204,line,4.0,2.0
205,losses,1.0,1.0
206,maintain,1.0,1.0
207,maintenance,8.0,1.0
208,manage,10.0,1.0
209,management,104.0,7.0
210,manner,1.0,12.0
211,march,2.0,1.0
212,matter,1.0,2.0
213,measurement,2.0,2.0
214,measures,7.0,9.0
215,mechanism,3.0,31.0
216,mechanisms,3.0,1.0
217,meet,4.0,1.0
218,meeting,1.0,75.0
219,meetings,8.0,11.0
220,member,2.0,15.0
221,members,3.0,2.0
222,membership,1.0,1.0
223,methodology,1.0,2.0
224,mitigation,3.0,50.0
225,months,2.0,3.0
226,nations,7.0,14.0
227,nature,2.0,2.0
228,needs,8.0,14.0
229,network,1.0,5.0
230,networks,1.0,1.0
231,new,2.0,3.0
232,note,1.0,1.0
233,notification,1.0,3.0
234,number,24.0,2.0
235,objectives,11.0,1.0
236,online,3.0,1.0
237,operation,6.0,5.0
238,operations,60.0,1.0
239,opportunities,17.0,9.0
240,opportunity,9.0,2.0
241,order,11.0,15.0
242,organization,16.0,11.0
243,organizations,6.0,15.0
244,outcomes,2.0,7.0
245,outputs,1.0,1.0
246,page,38.0,1.0
247,paper,3.0,2.0
248,paris,3.0,68.0
249,part,9.0,4.0
250,participants,1.0,1.0
251,participation,1.0,9.0
252,parties,2.0,399.0
253,payments,2.0,2.0
254,people,23.0,4.0
255,performance,37.0,1.0
256,period,8.0,9.0
257,persons,1.0,2.0
258,place,8.0,1.0
259,plan,15.0,1.0
260,planning,6.0,3.0
261,plans,6.0,10.0
262,platform,1.0,5.0
263,point,1.0,1.0
264,policies,10.0,19.0
265,policy,8.0,5.0
266,position,3.0,1.0
267,practice,3.0,1.0
268,practices,13.0,20.0
269,preparation,5.0,3.0
270,preparedness,6.0,1.0
271,preparing,1.0,1.0
272,president,4.0,4.0
273,principles,12.0,1.0
274,priority,2.0,2.0
275,procedure,3.0,1.0
276,procedures,6.0,25.0
277,process,43.0,26.0
278,processes,3.0,6.0
279,production,62.0,3.0
280,programme,5.0,5.0
281,project,31.0,1.0
282,projects,17.0,2.0
283,promote,1.0,5.0
284,protect,3.0,1.0
285,protection,8.0,1.0
286,protocol,2.0,8.0
287,provision,2.0,11.0
288,purpose,2.0,2.0
289,purposes,4.0,1.0
290,quality,20.0,2.0
291,real,1.0,1.0
292,reduction,18.0,7.0
293,reductions,1.0,8.0
294,regulations,11.0,1.0
295,relation,1.0,2.0
296,relationship,1.0,1.0
297,relevant,2.0,2.0
298,report,8.0,23.0
299,reporting,11.0,2.0
300,reports,4.0,13.0
301,represent,1.0,2.0
302,representation,1.0,1.0
303,requirements,15.0,1.0
304,research,8.0,3.0
305,reservoirs,1.0,2.0
306,resilience,3.0,9.0
307,resolution,1.0,1.0
308,resources,13.0,14.0
309,respect,1.0,5.0
310,respond,3.0,1.0
311,response,25.0,14.0
312,responses,3.0,1.0
313,responsibilities,5.0,6.0
314,results,5.0,6.0
315,review,4.0,18.0
