,keyword,Frequency.12,Frequency
0,ability,4.0,1.0
1,absence,2.0,1.0
2,accelerate,1.0,1.0
3,accelerating,1.0,1.0
4,access,9.0,7.0
5,accordance,7.0,47.0
6,accountability,1.0,1.0
7,accounts,1.0,1.0
8,accuracy,2.0,2.0
9,achievement,1.0,19.0
10,acknowledges,1.0,4.0
11,acquisition,1.0,2.0
12,action,12.0,41.0
13,actions,22.0,28.0
14,activities,66.0,67.0
15,activity,9.0,61.0
16,actors,1.0,1.0
17,adaptation,1.0,68.0
18,addition,13.0,7.0
19,address,12.0,11.0
20,adjustment,1.0,5.0
21,adjustments,2.0,41.0
22,adoption,2.0,14.0
23,advance,2.0,2.0
24,advice,1.0,15.0
25,agreement,16.0,127.0
26,aims,4.0,1.0
27,ambition,50.0,18.0
28,amendments,1.0,1.0
29,amount,8.0,7.0
30,annual,8.0,6.0
31,application,1.0,13.0
32,apply,1.0,1.0
33,applying,1.0,1.0
34,approach,106.0,33.0
35,approval,3.0,15.0
36,areas,51.0,5.0
37,arrangements,1.0,12.0
38,assessment,11.0,8.0
39,assist,1.0,2.0
40,assumptions,10.0,1.0
41,assurance,28.0,1.0
42,authority,1.0,2.0
43,availability,2.0,5.0
44,average,10.0,1.0
45,avoidance,1.0,4.0
46,awareness,1.0,1.0
47,balance,6.0,4.0
48,baseline,7.0,7.0
49,basis,42.0,16.0
50,behalf,1.0,1.0
51,behaviour,3.0,1.0
52,benchmark,1.0,1.0
53,benefits,7.0,2.0
54,biodiversity,37.0,2.0
55,board,9.0,1.0
56,bodies,1.0,6.0
57,boundaries,4.0,1.0
58,building,4.0,1.0
59,business,52.0,3.0
60,businesses,6.0,2.0
61,calculation,4.0,2.0
62,capabilities,5.0,2.0
63,capacity,34.0,5.0
64,carbon,145.0,6.0
65,case,1.0,3.0
66,categories,5.0,2.0
67,centre,5.0,1.0
68,centres,1.0,2.0
69,chair,1.0,4.0
70,challenges,8.0,1.0
71,change,29.0,57.0
72,changes,13.0,1.0
73,chapter,2.0,92.0
74,chapters,1.0,3.0
75,choices,2.0,1.0
76,circumstances,3.0,13.0
77,clean,1.0,3.0
78,climate,60.0,66.0
79,coal,1.0,1.0
80,collaboration,19.0,6.0
81,commit,1.0,1.0
82,commitments,9.0,2.0
83,committee,15.0,12.0
84,communities,12.0,17.0
85,community,3.0,1.0
86,completion,7.0,1.0
87,compliance,17.0,1.0
88,composition,2.0,2.0
89,concept,1.0,1.0
90,concerns,9.0,2.0
91,conditions,12.0,3.0
92,conference,1.0,36.0
93,conjunction,1.0,4.0
94,consequence,1.0,1.0
95,conservation,4.0,1.0
96,consider,2.0,4.0
97,consideration,5.0,29.0
98,considers,2.0,1.0
99,consistency,1.0,11.0
100,consultation,7.0,3.0
101,contact,1.0,1.0
102,context,1.0,9.0
103,contribute,3.0,3.0
104,contributes,1.0,1.0
105,contribution,7.0,10.0
106,contributions,5.0,21.0
107,convention,2.0,8.0
108,cooperation,1.0,5.0
109,costs,6.0,7.0
110,countries,13.0,13.0
111,country,4.0,41.0
112,course,6.0,1.0
113,creation,6.0,4.0
114,culture,9.0,1.0
115,cycle,1.0,5.0
116,damage,1.0,12.0
117,data,36.0,3.0
118,database,1.0,12.0
119,date,3.0,3.0
120,decade,7.0,3.0
121,december,1.0,5.0
122,decent,1.0,4.0
123,decision,3.0,81.0
124,decisions,8.0,35.0
125,defines,1.0,1.0
126,definitions,14.0,1.0
127,deliver,5.0,3.0
128,delivery,1.0,9.0
129,demand,14.0,1.0
130,demonstrate,3.0,2.0
131,demonstration,1.0,2.0
132,deployment,3.0,1.0
133,describe,9.0,2.0
134,description,1.0,2.0
135,design,11.0,4.0
136,develop,6.0,3.0
137,development,59.0,72.0
138,dialogue,3.0,3.0
139,dioxide,5.0,5.0
140,discussions,1.0,1.0
141,diversification,1.0,4.0
142,document,2.0,1.0
143,documents,4.0,2.0
144,economy,7.0,1.0
145,effectiveness,3.0,1.0
146,effects,6.0,16.0
147,efficiency,12.0,1.0
148,effort,3.0,1.0
149,efforts,13.0,13.0
150,elements,4.0,1.0
151,emission,25.0,52.0
152,emissions,254.0,55.0
153,enable,1.0,1.0
154,end,3.0,7.0
155,energy,176.0,3.0
156,engagement,11.0,1.0
157,ensure,1.0,2.0
158,ensuring,1.0,1.0
159,entities,4.0,18.0
160,environment,117.0,3.0
161,equality,3.0,9.0
162,equity,37.0,10.0
163,equivalent,5.0,2.0
164,estimate,2.0,1.0
165,events,8.0,1.0
166,executive,12.0,3.0
167,expenses,1.0,13.0
168,experience,3.0,1.0
169,expertise,6.0,1.0
170,experts,3.0,4.0
171,facilitate,1.0,2.0
172,facility,2.0,3.0
173,factor,5.0,1.0
174,factors,11.0,1.0
175,february,1.0,1.0
176,finance,4.0,31.0
177,financial,8.0,3.0
178,findings,3.0,3.0
179,focus,15.0,5.0
180,form,7.0,2.0
181,forms,1.0,3.0
182,forum,4.0,3.0
183,framework,17.0,28.0
184,frameworks,3.0,1.0
185,frequency,17.0,1.0
186,fuel,6.0,1.0
187,functions,4.0,7.0
188,fund,5.0,14.0
189,funds,1.0,7.0
190,further,1.0,5.0
191,future,84.0,4.0
192,gas,131.0,12.0
193,gases,1.0,2.0
194,generation,14.0,1.0
195,ghg,99.0,7.0
196,ghgs,2.0,5.0
197,glasgow,2.0,15.0
198,global,13.0,4.0
199,goal,2.0,15.0
200,goals,24.0,12.0
201,governance,35.0,5.0
202,government,4.0,1.0
203,governments,20.0,1.0
204,greenhouse,14.0,12.0
205,grievance,1.0,2.0
206,group,19.0,6.0
207,groups,2.0,3.0
208,guidance,4.0,33.0
209,guidelines,2.0,6.0
210,half,3.0,1.0
211,health,96.0,8.0
212,help,6.0,1.0
213,host,4.0,38.0
214,identifying,1.0,3.0
215,impact,90.0,1.0
216,impacts,39.0,20.0
217,implement,3.0,3.0
218,implementation,5.0,86.0
219,importance,1.0,14.0
220,improvement,7.0,1.0
221,improvements,9.0,2.0
222,incentives,1.0,1.0
