,keyword,Frequency.3,Frequency
0,ability,5.0,1.0
1,accelerate,3.0,1.0
2,access,24.0,7.0
3,accordance,10.0,47.0
4,account,6.0,35.0
5,accountability,2.0,1.0
6,accounting,2.0,13.0
7,accounts,1.0,1.0
8,acquisition,4.0,2.0
9,action,45.0,41.0
10,actions,26.0,28.0
11,activities,63.0,67.0
12,activity,16.0,61.0
13,activity,3.0,61.0
14,addition,12.0,7.0
15,address,3.0,11.0
16,adjustment,1.0,5.0
17,adoption,2.0,14.0
18,advance,2.0,2.0
19,advancement,1.0,1.0
20,advice,1.0,15.0
21,agencies,2.0,1.0
22,aggregate,2.0,1.0
23,agreement,20.0,127.0
24,aims,76.0,1.0
25,align,3.0,1.0
26,ambition,26.0,18.0
27,amount,2.0,7.0
28,annual,18.0,6.0
29,application,1.0,13.0
30,applies,1.0,2.0
31,approach,120.0,33.0
32,approaches,2.0,51.0
33,appropriate,2.0,4.0
34,approval,3.0,15.0
35,april,1.0,1.0
36,areas,31.0,5.0
37,arrangements,3.0,12.0
38,article,2.0,127.0
39,assessment,12.0,8.0
40,assistance,2.0,5.0
41,assumptions,1.0,1.0
42,assurance,27.0,1.0
43,authority,2.0,2.0
44,availability,4.0,5.0
45,average,5.0,1.0
46,avoiding,1.0,1.0
47,awareness,6.0,1.0
48,balance,3.0,4.0
49,baseline,30.0,7.0
50,basis,31.0,16.0
51,behalf,4.0,1.0
52,behaviour,2.0,1.0
53,benchmark,7.0,1.0
54,benefit,3.0,1.0
55,benefits,10.0,2.0
56,biodiversity,63.0,2.0
57,board,17.0,1.0
58,bodies,2.0,6.0
59,body,1.0,99.0
60,boundaries,2.0,1.0
61,budget,1.0,4.0
62,building,3.0,1.0
63,business,72.0,3.0
64,businesses,56.0,2.0
65,calculate,1.0,1.0
66,calculation,1.0,2.0
67,calls,1.0,4.0
68,cambridge,1.0,2.0
69,capabilities,5.0,2.0
70,capacity,18.0,5.0
71,carbon,156.0,6.0
72,case,13.0,3.0
73,categories,5.0,2.0
74,centre,5.0,1.0
75,certification,2.0,5.0
76,challenges,7.0,1.0
77,change,25.0,57.0
78,changes,19.0,1.0
79,choices,1.0,1.0
80,circumstances,3.0,13.0
81,clean,1.0,3.0
82,climate,62.0,66.0
83,co-benefits,1.0,4.0
84,collaboration,13.0,6.0
85,commitments,1.0,2.0
86,committee,19.0,12.0
87,communications,6.0,4.0
88,communities,33.0,17.0
89,community,31.0,1.0
90,compliance,13.0,1.0
91,concern,1.0,12.0
92,concerns,16.0,2.0
93,conditions,5.0,3.0
94,conference,1.0,36.0
95,consequence,2.0,1.0
96,conservation,6.0,1.0
97,consideration,1.0,29.0
98,considers,2.0,1.0
99,consistency,15.0,11.0
100,consistent,2.0,1.0
101,consultation,8.0,3.0
102,contact,2.0,1.0
103,contain,1.0,1.0
104,contents,1.0,1.0
105,context,3.0,9.0
106,contribute,4.0,3.0
107,contributes,1.0,1.0
108,contribution,7.0,10.0
109,contributions,4.0,21.0
110,conversion,1.0,3.0
111,costs,3.0,7.0
112,countries,13.0,13.0
113,country,1.0,41.0
114,course,2.0,1.0
