,keyword,Frequency.36,Frequency
0,ability,3.0,2.0
1,access,39.0,9.0
2,accordance,19.0,27.0
3,account,18.0,29.0
4,accounting,6.0,4.0
5,accuracy,1.0,2.0
6,achieve,2.0,1.0
7,achievement,8.0,4.0
8,action,9.0,43.0
9,actions,63.0,52.0
10,activities,136.0,16.0
11,activity,3.0,1.0
12,adapt,1.0,1.0
13,adaptation,2.0,81.0
14,addition,7.0,3.0
15,africa,3.0,1.0
16,agencies,2.0,3.0
17,agency,4.0,2.0
18,agenda,3.0,5.0
19,agreement,27.0,246.0
20,agreements,32.0,2.0
21,amendments,5.0,1.0
22,america,6.0,1.0
23,amount,20.0,1.0
24,analysis,16.0,1.0
25,annex,7.0,3.0
26,annexes,12.0,4.0
27,application,8.0,2.0
28,appreciation,2.0,1.0
29,approach,25.0,1.0
30,approaches,10.0,19.0
31,approval,11.0,9.0
32,april,3.0,6.0
33,area,42.0,2.0
34,areas,48.0,3.0
35,arrangement,1.0,1.0
36,article,1.0,127.0
37,articles,4.0,9.0
38,aspects,31.0,1.0
39,assembly,3.0,1.0
40,assessment,22.0,8.0
41,assessments,4.0,5.0
42,assistance,4.0,4.0
43,attention,8.0,2.0
44,authorities,20.0,2.0
45,authority,1.0,2.0
46,availability,3.0,1.0
47,awareness,9.0,5.0
48,balance,9.0,4.0
49,barriers,1.0,1.0
50,basis,27.0,16.0
51,behalf,1.0,1.0
52,benefit,4.0,1.0
53,benefits,10.0,5.0
54,biodiversity,5.0,1.0
55,bodies,23.0,25.0
56,body,14.0,31.0
57,build,1.0,1.0
58,building,2.0,3.0
59,calls,1.0,1.0
60,capabilities,2.0,6.0
61,capacities,11.0,6.0
62,capacity,47.0,12.0
63,carbon,11.0,2.0
64,case,2.0,1.0
65,cases,2.0,1.0
66,categories,4.0,2.0
67,centre,14.0,5.0
68,centres,12.0,1.0
69,certification,6.0,1.0
70,challenges,1.0,2.0
71,champion,1.0,4.0
72,champions,2.0,4.0
73,change,31.0,52.0
74,channels,5.0,1.0
75,children,36.0,2.0
76,cities,9.0,2.0
77,climate,24.0,62.0
78,collaboration,3.0,2.0
79,collective,8.0,1.0
80,commitment,2.0,1.0
81,committee,54.0,31.0
82,communication,4.0,7.0
83,communications,5.0,5.0
84,communities,27.0,6.0
85,compensation,9.0,1.0
86,competence,3.0,4.0
87,complement,1.0,2.0
88,compliance,19.0,2.0
89,component,6.0,1.0
90,comprehensive,5.0,2.0
91,concept,6.0,1.0
92,concern,1.0,4.0
93,concerns,2.0,1.0
94,conditions,24.0,1.0
95,conduct,3.0,3.0
96,conference,9.0,120.0
97,conservation,60.0,3.0
98,consideration,2.0,29.0
99,considers,2.0,2.0
100,consumption,34.0,1.0
101,contents,4.0,1.0
102,context,1.0,8.0
103,continuation,1.0,2.0
104,continuity,1.0,1.0
105,continuous,1.0,1.0
106,contribution,38.0,23.0
107,contributions,1.0,44.0
108,convention,1.0,84.0
109,cooperation,37.0,11.0
110,coordination,13.0,6.0
111,costs,23.0,2.0
112,countries,51.0,23.0
113,country,4.0,70.0
