,keyword,Frequency.28,Frequency
0,access,3.0,9.0
1,accordance,10.0,27.0
2,account,1.0,29.0
3,accuracy,1.0,2.0
4,achieve,1.0,1.0
5,act,1.0,2.0
6,action,4.0,43.0
7,actions,6.0,52.0
8,activities,63.0,16.0
9,activity,8.0,1.0
10,addition,21.0,3.0
11,address,5.0,5.0
12,adoption,1.0,33.0
13,africa,1.0,1.0
14,agency,4.0,2.0
15,agenda,1.0,5.0
16,agreement,1.0,246.0
17,agreements,1.0,2.0
18,aim,8.0,4.0
19,ambition,11.0,12.0
20,america,3.0,1.0
21,amount,4.0,1.0
22,analysis,3.0,1.0
23,application,3.0,2.0
24,approach,36.0,1.0
25,appropriate,4.0,7.0
26,april,3.0,6.0
27,area,9.0,2.0
28,areas,21.0,3.0
29,arrangements,1.0,16.0
30,aspects,21.0,1.0
31,assess,2.0,2.0
32,assessment,7.0,8.0
33,assessments,7.0,5.0
34,assumptions,1.0,1.0
35,attention,9.0,2.0
36,authorities,5.0,2.0
37,authority,2.0,2.0
38,availability,1.0,1.0
39,awareness,3.0,5.0
40,barriers,2.0,1.0
41,basis,15.0,16.0
42,behalf,3.0,1.0
43,benefit,3.0,1.0
44,benefits,4.0,5.0
45,biodiversity,8.0,1.0
46,bodies,2.0,25.0
47,build,2.0,1.0
48,building,2.0,3.0
49,capabilities,4.0,6.0
50,capacities,2.0,6.0
51,capacity,10.0,12.0
52,carbon,89.0,2.0
53,case,1.0,1.0
54,cases,6.0,1.0
55,categories,3.0,2.0
56,centre,4.0,5.0
57,centres,2.0,1.0
58,challenge,2.0,1.0
59,challenges,6.0,2.0
60,change,31.0,52.0
61,circumstances,3.0,11.0
62,climate,58.0,62.0
63,collaboration,12.0,2.0
64,commitment,16.0,1.0
65,committee,17.0,31.0
66,communication,5.0,7.0
67,communities,24.0,6.0
68,competence,4.0,4.0
69,compliance,16.0,2.0
70,concept,1.0,1.0
71,concern,3.0,4.0
72,concerns,10.0,1.0
73,conditions,7.0,1.0
74,conduct,8.0,3.0
75,conjunction,1.0,8.0
