,keyword,Frequency.58,Frequency
0,ability,1.0,2.0
1,access,2.0,9.0
2,accordance,2.0,27.0
3,accounting,6.0,4.0
4,accuracy,3.0,2.0
5,achievement,2.0,4.0
6,act,2.0,2.0
7,action,3.0,43.0
8,actions,1.0,52.0
9,activities,13.0,16.0
10,activity,1.0,1.0
11,addition,12.0,3.0
12,address,8.0,5.0
13,adequate,1.0,2.0
14,adoption,2.0,33.0
15,africa,5.0,1.0
16,agencies,3.0,3.0
17,agenda,2.0,5.0
18,agreement,1.0,246.0
19,agreements,1.0,2.0
20,aim,2.0,4.0
21,america,7.0,1.0
22,amount,1.0,1.0
23,analysis,5.0,1.0
24,application,4.0,2.0
25,appreciation,1.0,1.0
26,approach,15.0,1.0
27,approaches,1.0,19.0
28,april,5.0,6.0
29,area,9.0,2.0
30,areas,25.0,3.0
31,aspects,1.0,1.0
32,assess,3.0,2.0
33,assessment,14.0,8.0
34,assessments,3.0,5.0
35,assistance,1.0,4.0
36,authorities,4.0,2.0
37,availability,7.0,1.0
38,awareness,14.0,5.0
39,barriers,2.0,1.0
40,basis,2.0,16.0
41,benefit,1.0,1.0
42,benefits,6.0,5.0
43,biodiversity,9.0,1.0
44,bodies,1.0,25.0
45,body,1.0,31.0
46,build,2.0,1.0
47,building,8.0,3.0
48,capabilities,11.0,6.0
49,capacity,7.0,12.0
50,carbon,20.0,2.0
51,cases,1.0,1.0
52,categories,1.0,2.0
53,cent,1.0,2.0
54,centre,11.0,5.0
55,centres,1.0,1.0
56,ceremony,2.0,2.0
57,certification,3.0,1.0
58,challenges,1.0,2.0
59,change,8.0,52.0
60,channels,1.0,1.0
61,children,4.0,2.0
62,clarity,1.0,7.0
63,climate,6.0,62.0
64,collaboration,4.0,2.0
65,collective,2.0,1.0
66,commitment,4.0,1.0
67,committee,1.0,31.0
68,communication,8.0,7.0
69,communities,8.0,6.0
70,completeness,1.0,2.0
71,compliance,8.0,2.0
72,component,1.0,1.0
73,concept,2.0,1.0
74,concerns,10.0,1.0
75,conditions,3.0,1.0
76,conduct,5.0,3.0
77,conference,3.0,120.0
78,confidence,1.0,1.0
79,conservation,10.0,3.0
80,consideration,2.0,29.0
81,considers,1.0,2.0
82,consultation,1.0,4.0
83,consumption,3.0,1.0
84,contents,3.0,1.0
85,context,4.0,8.0
86,continuity,1.0,1.0
87,contribute,1.0,1.0
88,contributions,1.0,44.0
89,convention,1.0,84.0
90,coordination,1.0,6.0
91,countries,6.0,23.0
92,country,10.0,70.0
93,cover,1.0,1.0
94,creation,3.0,1.0
95,cycle,1.0,2.0
96,date,1.0,11.0
97,day,1.0,6.0
98,december,12.0,2.0
99,decision,4.0,32.0
100,decisions,1.0,17.0
101,decrease,1.0,1.0
102,delivery,5.0,2.0
103,demonstration,1.0,1.0
104,deployment,1.0,2.0
105,design,13.0,1.0
106,development,60.0,46.0
107,dialogue,3.0,3.0
108,disaster,2.0,1.0
109,document,2.0,1.0
110,education,14.0,4.0
111,effect,2.0,6.0
112,effort,7.0,2.0
113,efforts,38.0,40.0
114,emergency,12.0,1.0
115,emission,3.0,18.0
116,emissions,17.0,29.0
117,energy,39.0,3.0
118,engagement,2.0,2.0
119,engagements,8.0,1.0
120,english,1.0,1.0
121,enhance,1.0,18.0
122,enhancement,1.0,5.0
123,entity,2.0,1.0
124,environment,22.0,6.0
125,equality,1.0,2.0
126,equity,1.0,6.0
127,eradication,1.0,2.0
128,establishment,1.0,1.0
129,event,3.0,3.0
130,events,2.0,5.0
131,exchange,1.0,3.0
132,execution,3.0,1.0
133,executive,6.0,9.0
134,exercise,4.0,4.0
135,experience,7.0,4.0
136,experiences,2.0,8.0
137,experts,1.0,1.0
138,facilitate,1.0,4.0
139,facilities,18.0,1.0
140,facility,3.0,6.0
141,fields,1.0,1.0
142,finance,2.0,15.0
143,financial,7.0,10.0
144,findings,4.0,1.0
145,food,5.0,3.0
146,forum,3.0,1.0
147,foundation,3.0,1.0
148,framework,13.0,20.0
149,frequency,2.0,1.0
150,function,1.0,1.0
151,functions,1.0,8.0
152,gaps,1.0,3.0
153,gas,76.0,19.0
154,gases,1.0,5.0
155,gender,1.0,1.0
156,general,2.0,1.0
157,global,4.0,7.0
158,goals,1.0,1.0
159,governance,11.0,1.0
160,government,5.0,1.0
161,greenhouse,4.0,21.0
162,group,45.0,24.0
163,growth,19.0,1.0
164,guidance,3.0,22.0
165,guidelines,9.0,15.0
166,health,43.0,3.0
167,host,6.0,2.0
168,impact,2.0,2.0
169,impacts,7.0,10.0
170,implementation,9.0,84.0
171,importance,6.0,16.0
172,improvement,5.0,2.0
173,increase,5.0,7.0
174,information,8.0,43.0
175,initiative,9.0,5.0
176,initiatives,12.0,7.0
177,innovation,3.0,1.0
178,input,1.0,2.0
179,institutions,3.0,9.0
180,integrity,25.0,6.0
181,international,13.0,9.0
182,interventions,3.0,2.0
183,introduction,1.0,1.0
184,issue,1.0,1.0
185,issues,9.0,1.0
186,january,2.0,1.0
187,knowledge,4.0,8.0
188,launch,2.0,1.0
189,lessons,1.0,7.0
190,level,5.0,9.0
191,levels,5.0,15.0
192,liability,2.0,1.0
193,line,8.0,2.0
194,loss,3.0,7.0
195,losses,1.0,1.0
196,maintain,1.0,1.0
197,maintenance,3.0,1.0
198,manage,2.0,1.0
199,management,71.0,7.0
200,manner,7.0,12.0
201,march,3.0,1.0
202,matter,1.0,2.0
203,matters,1.0,7.0
204,means,1.0,1.0
205,measurement,1.0,2.0
206,measures,4.0,9.0
207,mechanisms,3.0,1.0
208,meet,4.0,1.0
209,meeting,4.0,75.0
210,meetings,3.0,11.0
211,member,5.0,15.0
212,members,12.0,2.0
213,membership,1.0,1.0
214,methodology,3.0,2.0
215,mitigation,4.0,50.0
216,months,8.0,3.0
217,nations,6.0,14.0
218,nature,4.0,2.0
219,need,1.0,13.0
220,needs,10.0,14.0
221,network,1.0,5.0
222,networks,1.0,1.0
223,new,4.0,3.0
224,note,5.0,1.0
225,notes,1.0,3.0
226,november,1.0,5.0
227,number,4.0,2.0
228,online,1.0,1.0
229,operation,3.0,5.0
230,operations,38.0,1.0
231,opportunities,14.0,9.0
232,opportunity,1.0,2.0
233,options,1.0,4.0
234,ownership,2.0,2.0
235,page,6.0,1.0
236,part,9.0,4.0
237,participants,1.0,1.0
238,participation,4.0,9.0
239,parties,4.0,399.0
240,people,16.0,4.0
241,performance,47.0,1.0
242,period,24.0,9.0
243,place,4.0,1.0
244,plan,2.0,1.0
245,planning,3.0,3.0
246,plans,4.0,10.0
247,platform,4.0,5.0
248,pledge,2.0,1.0
249,policies,8.0,19.0
250,policy,14.0,5.0
251,portal,1.0,2.0
252,position,1.0,1.0
253,poverty,1.0,4.0
254,practices,27.0,20.0
255,preparedness,2.0,1.0
256,president,7.0,4.0
257,principle,1.0,2.0
258,principles,5.0,1.0
259,priorities,2.0,11.0
260,procedure,1.0,1.0
261,procedures,8.0,25.0
262,process,14.0,26.0
263,processes,5.0,6.0
264,production,29.0,3.0
265,programme,37.0,5.0
266,programmes,19.0,3.0
267,progress,3.0,18.0
268,progression,1.0,3.0
269,project,16.0,1.0
270,projects,7.0,2.0
271,promote,1.0,5.0
272,protection,1.0,1.0
273,provision,1.0,11.0
274,provisions,1.0,15.0
275,purpose,1.0,2.0
276,purposes,1.0,1.0
277,pursued,1.0,1.0
278,pursuit,3.0,2.0
279,quality,6.0,2.0
280,reach,5.0,1.0
281,recommendations,1.0,8.0
282,reduction,7.0,7.0
283,reductions,3.0,8.0
284,reference,2.0,2.0
285,registration,1.0,1.0
286,regulations,9.0,1.0
287,relationship,1.0,1.0
288,relevant,2.0,2.0
289,replenishment,1.0,2.0
290,report,71.0,23.0
291,reporting,15.0,2.0
292,reports,2.0,13.0
293,representation,2.0,1.0
294,requirements,11.0,1.0
295,research,7.0,3.0
296,reservoirs,1.0,2.0
297,resources,11.0,14.0
298,respect,1.0,5.0
299,response,12.0,14.0
300,responsibilities,1.0,6.0
301,results,3.0,6.0
302,review,13.0,18.0
303,rights,4.0,5.0
304,risk,16.0,8.0
305,risks,15.0,1.0
306,role,2.0,6.0
307,rules,2.0,5.0
308,scale,1.0,1.0
309,science,2.0,4.0
310,scope,3.0,5.0
311,secretariat,2.0,14.0
312,sector,10.0,3.0
313,security,3.0,1.0
314,services,6.0,1.0
315,session,4.0,59.0
316,sessions,10.0,10.0
317,share,3.0,3.0
318,signature,2.0,5.0
319,situations,1.0,3.0
320,society,10.0,2.0
321,solutions,1.0,1.0
322,source,3.0,1.0
323,space,2.0,1.0
324,stages,1.0,2.0
325,stakeholders,13.0,11.0
326,state,3.0,5.0
327,states,2.0,18.0
328,steps,1.0,2.0
329,strategies,10.0,12.0
330,subsidiary,3.0,40.0
331,summit,2.0,1.0
332,support,5.0,66.0
333,sustainable,5.0,1.0
334,system,17.0,2.0
335,systems,11.0,5.0
336,technologies,2.0,4.0
337,technology,6.0,44.0
338,term,8.0,2.0
339,terms,2.0,5.0
340,time,6.0,17.0
341,times,2.0,1.0
342,total,10.0,3.0
343,towards,9.0,6.0
344,track,1.0,1.0
345,training,21.0,3.0
346,transmission,1.0,1.0
347,transparency,8.0,27.0
348,transparent,2.0,2.0
349,trust,3.0,1.0
350,understanding,2.0,3.0
351,undertakings,2.0,1.0
352,united,5.0,15.0
353,units,6.0,2.0
354,use,6.0,5.0
355,value,14.0,2.0
356,verification,2.0,3.0
357,vice,1.0,1.0
358,view,2.0,22.0
359,views,1.0,3.0
360,vision,2.0,2.0
361,voluntary,1.0,1.0
362,warning,1.0,1.0
363,ways,4.0,5.0
364,website,1.0,2.0
365,well,3.0,1.0
366,withdrawal,8.0,3.0
367,women,2.0,2.0
368,work,5.0,22.0
369,workforce,7.0,1.0
370,working,4.0,22.0
371,world,4.0,1.0
372,year,15.0,6.0
373,years,9.0,8.0
