,keyword,Frequency.36,Frequency
0,ability,5.0,1.0
1,acceptance,2.0,1.0
2,access,3.0,8.0
3,accordance,3.0,36.0
4,account,2.0,14.0
5,accounting,2.0,10.0
6,achievement,2.0,1.0
7,action,3.0,15.0
8,actions,4.0,26.0
9,activities,32.0,14.0
10,activity,2.0,3.0
11,actors,1.0,2.0
12,adaptation,4.0,143.0
13,address,5.0,3.0
14,adoption,1.0,6.0
15,advice,3.0,5.0
16,agencies,2.0,4.0
17,agreement,4.0,179.0
18,ambition,1.0,1.0
19,amount,1.0,1.0
20,analysis,1.0,1.0
21,application,1.0,4.0
22,appreciation,1.0,4.0
23,approach,84.0,7.0
24,april,1.0,3.0
25,areas,17.0,3.0
26,aspects,2.0,1.0
27,assessment,16.0,2.0
28,assistance,3.0,6.0
29,awareness,17.0,2.0
30,balance,2.0,5.0
31,basis,3.0,12.0
32,bodies,1.0,22.0
33,building,5.0,1.0
34,capabilities,29.0,1.0
35,capability,2.0,2.0
36,capacity,9.0,9.0
37,case,22.0,3.0
38,centre,4.0,2.0
39,challenges,10.0,2.0
40,change,20.0,18.0
41,changes,8.0,4.0
42,channels,1.0,2.0
43,chapter,6.0,1.0
44,climate,10.0,31.0
45,collaboration,19.0,8.0
46,committee,9.0,38.0
47,communication,9.0,36.0
48,communications,3.0,32.0
49,communities,19.0,1.0
50,compliance,19.0,1.0
51,component,4.0,7.0
52,components,13.0,4.0
53,concerns,7.0,1.0
54,consideration,1.0,24.0
55,considerations,1.0,2.0
56,constraints,1.0,2.0
57,construction,8.0,1.0
58,contact,1.0,1.0
59,content,2.0,4.0
60,continue,7.0,1.0
61,contribute,2.0,1.0
62,contribution,5.0,32.0
63,contributions,2.0,50.0
64,convention,1.0,16.0
65,cooperation,2.0,3.0
66,countries,5.0,28.0
67,country,15.0,41.0
68,creation,4.0,1.0
69,criteria,5.0,1.0
70,data,11.0,5.0
71,date,3.0,3.0
72,days,3.0,2.0
73,december,4.0,16.0
74,decision,3.0,103.0
