,keyword,Frequency.47,Frequency
0,ability,3.0,1.0
1,access,7.0,8.0
2,accordance,4.0,36.0
3,accounting,6.0,10.0
4,accuracy,5.0,2.0
5,achievement,8.0,1.0
6,act,3.0,2.0
7,action,2.0,15.0
8,actions,8.0,26.0
9,activities,16.0,14.0
10,activity,2.0,3.0
11,adaptation,4.0,143.0
12,address,8.0,3.0
13,adequacy,1.0,4.0
14,adopts,1.0,2.0
15,advice,1.0,5.0
16,agencies,4.0,4.0
17,agreement,10.0,179.0
18,ambition,2.0,1.0
19,amount,1.0,1.0
20,analysis,4.0,1.0
21,application,6.0,4.0
22,approach,14.0,7.0
23,approval,6.0,1.0
24,april,1.0,3.0
25,areas,33.0,3.0
26,arrangements,1.0,7.0
27,aspects,4.0,1.0
28,aspirations,7.0,1.0
29,assessment,25.0,2.0
30,assistance,1.0,6.0
31,availability,5.0,7.0
32,avoidance,1.0,2.0
33,awareness,13.0,2.0
34,balance,7.0,5.0
35,barriers,1.0,2.0
36,baseline,1.0,1.0
37,basis,2.0,12.0
38,bodies,2.0,22.0
39,building,9.0,1.0
40,capabilities,3.0,1.0
41,capability,12.0,2.0
42,capacity,6.0,9.0
43,case,2.0,3.0
44,categories,1.0,7.0
45,centre,14.0,2.0
46,chairs,1.0,2.0
47,challenges,9.0,2.0
48,change,41.0,18.0
49,changes,4.0,4.0
50,channels,2.0,2.0
51,check,1.0,1.0
52,choice,5.0,1.0
53,clarity,4.0,9.0
54,climate,47.0,31.0
55,collaboration,9.0,8.0
56,committee,6.0,38.0
57,communicate,1.0,1.0
58,communication,6.0,36.0
59,communications,1.0,32.0
60,communities,13.0,1.0
61,compliance,22.0,1.0
62,component,4.0,7.0
63,components,1.0,4.0
64,concern,3.0,1.0
65,concerns,3.0,1.0
66,conference,2.0,53.0
67,conjunction,1.0,11.0
68,consensus,1.0,5.0
69,consequences,4.0,1.0
70,consideration,1.0,24.0
71,considerations,1.0,2.0
72,consistency,1.0,6.0
73,construction,3.0,1.0
74,consultation,2.0,1.0
75,contents,1.0,1.0
76,contribute,2.0,1.0
77,contribution,3.0,32.0
78,contributions,1.0,50.0
79,convention,2.0,16.0
80,countries,15.0,28.0
81,country,7.0,41.0
82,creation,2.0,1.0
83,criteria,3.0,1.0
84,data,24.0,5.0
85,date,5.0,3.0
86,days,4.0,2.0
87,december,5.0,16.0
88,decision,2.0,103.0
89,decisions,1.0,11.0
90,developed,1.0,16.0
91,development,56.0,15.0
92,dialogue,1.0,1.0
93,dissemination,1.0,1.0
94,document,4.0,5.0
95,documents,6.0,8.0
96,domestic,4.0,1.0
97,economic,1.0,1.0
98,economy,7.0,1.0
99,education,21.0,1.0
100,effectiveness,4.0,6.0
101,effects,3.0,5.0
102,efficiency,19.0,1.0
103,effort,6.0,2.0
104,efforts,35.0,17.0
105,element,2.0,1.0
106,elements,6.0,6.0
107,emission,3.0,3.0
108,emissions,29.0,26.0
109,end,1.0,1.0
110,energy,65.0,2.0
111,enhance,12.0,6.0
112,enhanced,1.0,1.0
113,entities,4.0,11.0
114,environment,58.0,3.0
115,evaluation,3.0,1.0
116,event,5.0,2.0
117,events,7.0,2.0
118,example,1.0,2.0
119,executive,9.0,2.0
120,experience,3.0,4.0
121,experiences,1.0,1.0
122,experts,3.0,6.0
123,facilitate,3.0,7.0
124,facilitates,1.0,1.0
125,facility,13.0,3.0
126,factors,3.0,1.0
127,features,1.0,3.0
128,fields,2.0,1.0
129,finance,1.0,19.0
130,financial,5.0,8.0
131,fisheries,1.0,1.0
132,flexibility,1.0,2.0
133,following,2.0,1.0
134,forestry,1.0,1.0
135,format,3.0,2.0
136,forum,1.0,12.0
137,framework,28.0,6.0
138,frameworks,1.0,6.0
139,functions,5.0,9.0
140,gaps,3.0,2.0
141,gas,68.0,10.0
142,gases,1.0,1.0
143,general,1.0,1.0
144,global,14.0,4.0
145,goal,1.0,3.0
146,goals,3.0,4.0
147,green,2.0,2.0
148,greenhouse,4.0,10.0
149,group,56.0,16.0
150,groups,2.0,4.0
151,growth,16.0,1.0
152,guidance,2.0,38.0
153,guide,1.0,2.0
154,guidelines,10.0,7.0
155,ideas,2.0,1.0
156,identification,2.0,3.0
157,impact,3.0,7.0
158,impacts,10.0,14.0
159,implementation,16.0,54.0
160,implications,2.0,7.0
161,importance,7.0,5.0
162,increase,3.0,3.0
163,indicator,1.0,1.0
164,indicators,7.0,3.0
165,industry,30.0,1.0
166,information,14.0,82.0
167,initiatives,27.0,1.0
168,input,3.0,2.0
169,institutions,4.0,6.0
170,integrate,1.0,1.0
171,integration,1.0,1.0
172,integrity,20.0,2.0
173,interventions,2.0,2.0
174,inventory,2.0,4.0
175,investments,10.0,1.0
176,issue,4.0,1.0
177,issues,7.0,1.0
178,jobs,1.0,1.0
179,june,1.0,9.0
180,knowledge,9.0,5.0
181,language,1.0,2.0
182,languages,1.0,2.0
183,lessons,1.0,6.0
184,level,3.0,2.0
185,levels,9.0,7.0
186,limit,1.0,1.0
187,line,11.0,11.0
188,look,1.0,1.0
189,maintenance,4.0,1.0
190,manage,5.0,2.0
191,management,91.0,2.0
192,manner,7.0,2.0
193,march,3.0,1.0
194,matter,2.0,5.0
195,matters,18.0,28.0
196,measures,3.0,24.0
197,meeting,7.0,51.0
198,meetings,4.0,3.0
199,member,2.0,4.0
200,members,5.0,11.0
201,methodology,1.0,1.0
202,mitigation,8.0,20.0
203,model,3.0,1.0
204,monitoring,5.0,1.0
205,national,8.0,3.0
206,nations,5.0,7.0
207,nature,1.0,2.0
208,ndc,2.0,4.0
209,need,1.0,2.0
210,needs,11.0,15.0
211,network,5.0,2.0
212,note,7.0,8.0
213,november,3.0,7.0
214,number,5.0,3.0
215,obligations,1.0,1.0
216,office,7.0,2.0
217,official,1.0,2.0
218,operation,7.0,15.0
219,opportunities,16.0,1.0
220,order,4.0,6.0
221,organization,1.0,1.0
222,outcome,1.0,1.0
223,page,4.0,2.0
224,paper,8.0,1.0
225,papers,1.0,1.0
226,paris,8.0,180.0
227,part,14.0,9.0
228,participation,2.0,2.0
229,parties,8.0,231.0
230,partner,1.0,2.0
231,parts,1.0,2.0
232,party,7.0,34.0
233,peoples,2.0,2.0
234,percentage,1.0,1.0
235,period,8.0,3.0
236,plan,2.0,4.0
237,planning,2.0,4.0
238,plans,5.0,16.0
239,platform,5.0,3.0
240,point,1.0,12.0
241,policies,5.0,5.0
242,policy,22.0,4.0
243,portal,2.0,2.0
244,position,8.0,1.0
245,poverty,1.0,2.0
246,practices,42.0,9.0
247,practitioners,6.0,1.0
248,preparation,1.0,5.0
249,prepare,1.0,4.0
250,president,15.0,1.0
251,principle,1.0,1.0
252,priorities,4.0,7.0
253,priority,2.0,1.0
254,procedures,10.0,18.0
255,process,59.0,3.0
256,processes,7.0,3.0
257,products,17.0,2.0
258,programme,36.0,15.0
259,programmes,19.0,3.0
260,progress,2.0,7.0
261,project,24.0,1.0
262,projects,17.0,2.0
263,promote,4.0,2.0
264,provide,5.0,8.0
265,providers,5.0,2.0
266,provides,1.0,6.0
267,provision,4.0,6.0
268,provisions,3.0,5.0
269,public,1.0,1.0
270,purpose,2.0,1.0
271,quality,3.0,1.0
272,recipient,1.0,1.0
273,recognition,6.0,3.0
274,recommendations,1.0,8.0
275,record,1.0,4.0
276,reduction,16.0,4.0
277,relation,1.0,12.0
278,relationship,2.0,2.0
279,relevant,1.0,1.0
280,report,88.0,14.0
281,reports,4.0,10.0
282,resilience,4.0,2.0
283,resources,13.0,26.0
284,respond,1.0,1.0
285,response,21.0,23.0
286,responsibilities,2.0,1.0
287,result,6.0,1.0
288,results,3.0,1.0
289,review,9.0,4.0
290,revisions,2.0,1.0
291,risk,38.0,1.0
292,risks,26.0,1.0
293,roles,2.0,2.0
294,scientific,1.0,5.0
295,scope,1.0,4.0
296,second,2.0,1.0
297,section,42.0,5.0
298,sections,1.0,1.0
299,sector,9.0,1.0
300,sector,9.0,2.0
301,security,30.0,2.0
302,services,13.0,1.0
303,sessions,14.0,9.0
304,share,4.0,1.0
305,source,1.0,3.0
306,sources,4.0,5.0
307,stakeholders,15.0,8.0
308,state,6.0,1.0
309,states,3.0,4.0
310,status,1.0,2.0
311,steps,1.0,2.0
312,strategies,15.0,8.0
313,strengthen,2.0,1.0
314,studies,1.0,3.0
315,support,16.0,44.0
316,synergies,1.0,1.0
317,system,27.0,1.0
318,systems,14.0,4.0
319,target,1.0,3.0
320,targets,1.0,3.0
321,technology,26.0,8.0
322,temperature,1.0,1.0
323,terms,4.0,4.0
324,themes,1.0,2.0
325,time,6.0,12.0
326,towards,14.0,3.0
327,track,1.0,1.0
328,transfer,1.0,2.0
329,transformation,2.0,1.0
330,transition,5.0,2.0
331,transmission,2.0,1.0
332,transparency,2.0,12.0
333,transport,2.0,1.0
334,type,1.0,2.0
335,understanding,1.0,2.0
336,united,6.0,7.0
337,updates,1.0,2.0
338,use,12.0,8.0
339,users,1.0,5.0
340,values,2.0,2.0
341,vehicle,2.0,1.0
342,version,1.0,3.0
343,view,2.0,10.0
344,visibility,2.0,1.0
345,vulnerability,2.0,2.0
346,water,56.0,1.0
347,way,7.0,1.0
348,work,21.0,33.0
349,workforce,17.0,1.0
350,working,4.0,3.0
351,workshop,2.0,1.0
352,workshops,2.0,5.0
353,world,16.0,1.0
354,year,27.0,10.0
355,years,10.0,3.0
