,keyword,Frequency.54,Frequency
0,ability,2.0,2.0
1,accordance,3.0,27.0
2,account,2.0,29.0
3,accuracy,1.0,2.0
4,achieve,1.0,1.0
5,act,17.0,2.0
6,action,9.0,43.0
7,actions,3.0,52.0
8,activities,20.0,16.0
9,activity,2.0,1.0
10,addition,7.0,3.0
11,address,2.0,5.0
12,adoption,2.0,33.0
13,africa,2.0,1.0
14,agencies,3.0,3.0
15,agency,2.0,2.0
16,agenda,10.0,5.0
17,agreement,3.0,246.0
18,agreements,1.0,2.0
19,aim,1.0,4.0
20,america,2.0,1.0
21,amongst,2.0,1.0
22,amount,1.0,1.0
23,analysis,21.0,1.0
24,approach,23.0,1.0
25,april,2.0,6.0
26,area,14.0,2.0
27,areas,17.0,3.0
28,arrangement,1.0,1.0
29,articles,1.0,9.0
30,aspects,9.0,1.0
31,assess,1.0,2.0
32,assessment,6.0,8.0
33,assistance,1.0,4.0
34,attention,2.0,2.0
35,authorities,1.0,2.0
36,authority,3.0,2.0
37,availability,8.0,1.0
38,awareness,14.0,5.0
39,balance,3.0,4.0
40,basis,6.0,16.0
41,behalf,1.0,1.0
42,being,1.0,1.0
43,being,1.0,1.0
44,benefit,6.0,1.0
45,benefits,5.0,5.0
46,biodiversity,12.0,1.0
47,bodies,13.0,25.0
48,body,2.0,31.0
49,building,6.0,3.0
50,capabilities,4.0,6.0
51,capacities,1.0,6.0
52,capacity,25.0,12.0
53,carbon,32.0,2.0
54,case,5.0,1.0
55,cases,3.0,1.0
56,centre,33.0,5.0
57,centres,1.0,1.0
58,certification,2.0,1.0
59,challenge,1.0,1.0
60,challenges,8.0,2.0
61,change,22.0,52.0
62,channels,3.0,1.0
63,children,1.0,2.0
64,circumstances,1.0,11.0
65,cities,12.0,2.0
66,clarity,1.0,7.0
67,climate,10.0,62.0
68,collaboration,2.0,2.0
69,collective,1.0,1.0
70,commitment,7.0,1.0
71,committee,48.0,31.0
72,communication,4.0,7.0
73,communications,2.0,5.0
74,communities,7.0,6.0
75,comparability,1.0,2.0
76,compensation,5.0,1.0
77,compliance,18.0,2.0
78,comprehensive,1.0,2.0
79,concept,4.0,1.0
80,concern,5.0,4.0
