,keyword,Frequency.43,Frequency
0,ability,1.0,1.0
1,academia,1.0,1.0
2,access,7.0,8.0
3,accessibility,2.0,1.0
4,accordance,3.0,36.0
5,account,1.0,14.0
6,achievement,1.0,1.0
7,act,12.0,2.0
8,action,7.0,15.0
9,actions,12.0,26.0
10,activities,23.0,14.0
11,activity,2.0,3.0
12,adaptation,1.0,143.0
13,address,3.0,3.0
14,adoption,4.0,6.0
15,agencies,3.0,4.0
16,agreement,2.0,179.0
17,agriculture,1.0,2.0
18,amount,2.0,1.0
19,analysis,5.0,1.0
20,application,19.0,4.0
21,approach,7.0,7.0
22,approaches,1.0,8.0
23,april,4.0,3.0
24,areas,24.0,3.0
25,articles,1.0,5.0
26,aspects,9.0,1.0
27,aspirations,2.0,1.0
28,assessment,17.0,2.0
29,assistance,1.0,6.0
30,availability,12.0,7.0
31,avoid,2.0,2.0
32,awareness,9.0,2.0
33,balance,8.0,5.0
34,basis,13.0,12.0
35,beneficiaries,3.0,1.0
36,bodies,6.0,22.0
37,body,3.0,12.0
38,building,5.0,1.0
39,capabilities,3.0,1.0
40,capability,2.0,2.0
41,capacities,1.0,3.0
42,capacity,33.0,9.0
43,carry,3.0,1.0
44,case,3.0,3.0
45,categories,7.0,7.0
46,centre,19.0,2.0
47,challenges,6.0,2.0
48,change,11.0,18.0
49,changes,3.0,4.0
50,channels,2.0,2.0
51,check,5.0,1.0
52,choice,1.0,1.0
53,clarity,1.0,9.0
54,climate,11.0,31.0
55,collaboration,2.0,8.0
56,committee,39.0,38.0
57,communication,4.0,36.0
58,communications,4.0,32.0
59,communities,9.0,1.0
60,compliance,11.0,1.0
61,component,1.0,7.0
62,components,1.0,4.0
63,concern,2.0,1.0
64,concerns,11.0,1.0
65,conference,4.0,53.0
66,connections,10.0,2.0
67,consequences,1.0,1.0
68,considerations,1.0,2.0
69,constitutes,1.0,4.0
70,construction,2.0,1.0
71,consultation,19.0,1.0
72,contact,2.0,1.0
73,content,1.0,4.0
74,contents,5.0,1.0
75,contributes,1.0,4.0
76,contribution,5.0,32.0
77,contributions,1.0,50.0
78,convention,2.0,16.0
79,conventions,1.0,1.0
80,countries,10.0,28.0
81,country,20.0,41.0
82,creation,2.0,1.0
83,data,15.0,5.0
84,date,3.0,3.0
85,days,7.0,2.0
86,december,1.0,16.0
87,decent,2.0,1.0
88,decision,2.0,103.0
89,decisions,6.0,11.0
90,deliberations,2.0,2.0
91,deposit,2.0,1.0
92,development,95.0,15.0
93,disaster,6.0,1.0
94,diversification,1.0,8.0
95,documents,2.0,8.0
96,domestic,2.0,1.0
97,download,1.0,1.0
98,economic,38.0,1.0
99,economy,2.0,1.0
100,education,5.0,1.0
101,efficiency,12.0,1.0
102,effort,2.0,2.0
103,efforts,16.0,17.0
104,emission,10.0,3.0
105,emissions,43.0,26.0
106,end,3.0,1.0
107,energy,112.0,2.0
108,enhance,2.0,6.0
109,environment,35.0,3.0
110,equity,3.0,2.0
111,estimation,2.0,1.0
112,evaluation,1.0,1.0
113,event,4.0,2.0
114,events,10.0,2.0
115,example,1.0,2.0
116,exchange,3.0,3.0
117,executive,2.0,2.0
118,experience,2.0,4.0
119,experts,1.0,6.0
120,explanation,12.0,2.0
121,facilitate,1.0,7.0
122,facility,9.0,3.0
123,factors,1.0,1.0
124,features,5.0,3.0
125,february,3.0,2.0
126,fields,2.0,1.0
127,file,4.0,1.0
128,finance,3.0,19.0
129,financial,5.0,8.0
130,following,1.0,1.0
131,forests,2.0,2.0
132,format,1.0,2.0
133,forum,2.0,12.0
134,framework,3.0,6.0
135,functions,2.0,9.0
136,fund,4.0,10.0
137,gas,70.0,10.0
138,gases,2.0,1.0
139,general,5.0,1.0
140,global,14.0,4.0
141,goal,1.0,3.0
142,goals,2.0,4.0
143,good,1.0,1.0
144,green,3.0,2.0
145,greenhouse,1.0,10.0
146,group,12.0,16.0
147,groups,5.0,4.0
148,growth,17.0,1.0
149,guidance,2.0,38.0
150,guide,2.0,2.0
151,guidelines,27.0,7.0
152,help,8.0,1.0
153,ideas,2.0,1.0
154,identification,5.0,3.0
155,impact,16.0,7.0
156,impacts,47.0,14.0
157,implementation,17.0,54.0
158,implications,1.0,7.0
159,importance,6.0,5.0
160,inclusion,1.0,1.0
161,increase,6.0,3.0
162,industry,19.0,1.0
163,information,17.0,82.0
164,initiatives,53.0,1.0
165,institutions,1.0,6.0
166,integration,2.0,1.0
167,integrity,12.0,2.0
168,internet,1.0,4.0
169,interventions,1.0,2.0
170,inventory,3.0,4.0
171,investments,3.0,1.0
172,island,1.0,1.0
173,issues,34.0,1.0
174,jobs,1.0,1.0
175,knowledge,4.0,5.0
176,language,1.0,2.0
177,level,12.0,2.0
178,levels,14.0,7.0
179,limit,3.0,1.0
180,line,10.0,11.0
181,maintenance,10.0,1.0
182,management,59.0,2.0
183,mandate,1.0,2.0
184,manner,5.0,2.0
185,march,14.0,1.0
186,matter,5.0,5.0
187,matters,1.0,28.0
188,measures,28.0,24.0
189,mechanism,14.0,8.0
190,meeting,7.0,51.0
191,meetings,21.0,3.0
192,member,2.0,4.0
193,members,6.0,11.0
194,methods,5.0,2.0
195,mitigation,4.0,20.0
196,model,4.0,1.0
197,monitoring,8.0,1.0
198,name,1.0,1.0
199,national,32.0,3.0
200,nations,6.0,7.0
201,nature,2.0,2.0
202,need,5.0,2.0
203,needs,8.0,15.0
204,network,15.0,2.0
205,note,1.0,8.0
206,november,3.0,7.0
207,number,23.0,3.0
208,office,12.0,2.0
209,operation,5.0,15.0
210,opportunities,39.0,1.0
211,options,2.0,3.0
212,order,15.0,6.0
213,organization,28.0,1.0
214,organizations,4.0,14.0
215,outcome,1.0,1.0
216,page,29.0,2.0
217,paper,6.0,1.0
218,parameters,2.0,1.0
219,paris,2.0,180.0
220,part,22.0,9.0
221,participation,4.0,2.0
222,parties,1.0,231.0
223,parts,1.0,2.0
224,party,5.0,34.0
225,percentage,6.0,1.0
226,period,7.0,3.0
227,plan,7.0,4.0
228,planning,6.0,4.0
229,plans,3.0,16.0
230,platform,1.0,3.0
231,points,11.0,2.0
232,policies,11.0,5.0
233,policy,48.0,4.0
234,portal,7.0,2.0
235,position,4.0,1.0
236,poverty,1.0,2.0
237,practices,21.0,9.0
238,principle,11.0,1.0
239,priority,2.0,1.0
240,procedures,10.0,18.0
241,process,18.0,3.0
242,processes,4.0,3.0
243,products,40.0,2.0
244,programme,12.0,15.0
245,programmes,12.0,3.0
246,progress,2.0,7.0
247,project,26.0,1.0
248,projects,24.0,2.0
249,promote,4.0,2.0
250,proposals,2.0,1.0
251,provide,1.0,8.0
252,provision,5.0,6.0
253,provisions,6.0,5.0
254,public,17.0,1.0
255,purpose,1.0,1.0
256,purposes,1.0,1.0
257,qualifications,1.0,1.0
258,quality,22.0,1.0
259,recognition,2.0,3.0
260,recommendation,1.0,1.0
261,record,3.0,4.0
262,reduction,12.0,4.0
263,relationship,2.0,2.0
264,report,193.0,14.0
265,reports,2.0,10.0
266,representation,2.0,1.0
267,resources,11.0,26.0
268,respect,3.0,1.0
269,response,11.0,23.0
270,result,3.0,1.0
271,results,9.0,1.0
272,review,5.0,4.0
273,revisions,1.0,1.0
274,risk,20.0,1.0
275,risks,54.0,1.0
276,roles,1.0,2.0
277,scope,30.0,4.0
278,second,2.0,1.0
279,section,6.0,5.0
280,sections,3.0,1.0
281,sector,17.0,1.0
282,sector,17.0,2.0
283,sectors,1.0,4.0
284,security,28.0,2.0
285,services,24.0,1.0
286,session,2.0,28.0
287,sessions,3.0,9.0
288,share,16.0,1.0
289,source,4.0,3.0
290,sources,11.0,5.0
291,special,3.0,3.0
292,specific,5.0,2.0
293,stakeholders,37.0,8.0
294,standing,1.0,6.0
295,state,16.0,1.0
296,states,4.0,4.0
297,status,2.0,2.0
298,steps,2.0,2.0
299,stock,4.0,1.0
300,strategies,7.0,8.0
301,strengthen,2.0,1.0
302,structure,1.0,2.0
303,studies,3.0,3.0
304,submit,1.0,3.0
305,subsidiary,1.0,30.0
306,support,11.0,44.0
307,system,19.0,1.0
308,systems,19.0,4.0
309,target,13.0,3.0
310,targets,3.0,3.0
311,technology,11.0,8.0
312,term,6.0,2.0
313,terms,14.0,4.0
314,time,24.0,12.0
315,towards,23.0,3.0
316,track,1.0,1.0
317,transfer,5.0,2.0
318,transformation,1.0,1.0
319,transition,4.0,2.0
320,transparency,15.0,12.0
321,transport,5.0,1.0
322,type,1.0,2.0
323,undertaken,1.0,6.0
324,undertook,1.0,1.0
325,united,6.0,7.0
326,use,15.0,8.0
327,users,2.0,5.0
328,values,150.0,2.0
329,variety,1.0,1.0
330,vehicle,3.0,1.0
331,version,3.0,3.0
332,view,4.0,10.0
333,water,78.0,1.0
334,way,4.0,1.0
335,ways,2.0,2.0
336,web,1.0,2.0
337,wishes,1.0,1.0
338,wood,2.0,2.0
339,work,14.0,33.0
340,workforce,5.0,1.0
341,working,3.0,3.0
342,workshop,1.0,1.0
343,workshops,3.0,5.0
344,world,13.0,1.0
345,year,99.0,10.0
346,years,30.0,3.0
