,keyword,Frequency.16,Frequency
0,ability,2.0,1.0
1,academia,1.0,1.0
2,access,48.0,8.0
3,accessibility,1.0,1.0
4,accordance,3.0,36.0
5,account,4.0,14.0
6,accounting,2.0,10.0
7,accuracy,3.0,2.0
8,achievement,1.0,1.0
9,act,5.0,2.0
10,action,22.0,15.0
11,actions,7.0,26.0
12,activities,43.0,14.0
13,activity,3.0,3.0
14,address,4.0,3.0
15,adoption,1.0,6.0
16,agencies,5.0,4.0
17,agreement,34.0,179.0
18,agriculture,1.0,2.0
19,ambition,35.0,1.0
20,amount,11.0,1.0
21,analysis,2.0,1.0
22,any,1.0,1.0
23,approach,63.0,7.0
24,approaches,2.0,8.0
25,appropriate,1.0,6.0
26,approval,2.0,1.0
27,april,3.0,3.0
28,areas,38.0,3.0
29,arrangements,1.0,7.0
30,aspects,1.0,1.0
31,assessment,7.0,2.0
32,assist,2.0,1.0
33,assistance,1.0,6.0
34,assumptions,4.0,10.0
35,availability,3.0,7.0
36,avoid,4.0,2.0
37,avoidance,1.0,2.0
38,awareness,3.0,2.0
39,balance,6.0,5.0
40,barriers,9.0,2.0
41,baseline,4.0,1.0
42,basis,7.0,12.0
43,bodies,3.0,22.0
44,building,9.0,1.0
45,capabilities,3.0,1.0
46,capability,5.0,2.0
47,capacities,1.0,3.0
48,capacity,14.0,9.0
49,case,13.0,3.0
50,categories,1.0,7.0
51,centre,8.0,2.0
52,challenges,11.0,2.0
53,change,42.0,18.0
54,changes,10.0,4.0
55,channels,2.0,2.0
56,chapter,1.0,1.0
57,check,1.0,1.0
58,choice,2.0,1.0
59,climate,52.0,31.0
60,collaboration,9.0,8.0
61,committee,31.0,38.0
62,communication,1.0,36.0
63,communications,1.0,32.0
64,communities,55.0,1.0
65,comparison,1.0,1.0
66,completeness,1.0,1.0
67,compliance,10.0,1.0
68,components,1.0,4.0
69,concern,1.0,1.0
70,concerns,8.0,1.0
71,conference,3.0,53.0
72,connections,2.0,2.0
73,consequences,1.0,1.0
74,consideration,2.0,24.0
75,considerations,2.0,2.0
76,considers,1.0,3.0
77,consistency,1.0,6.0
78,construction,11.0,1.0
79,consultation,2.0,1.0
80,contact,1.0,1.0
81,content,7.0,4.0
82,contents,2.0,1.0
83,context,1.0,2.0
84,continue,6.0,1.0
85,contribute,1.0,1.0
86,contributes,1.0,4.0
87,contribution,121.0,32.0
88,contributions,1.0,50.0
89,conventions,5.0,1.0
90,countries,49.0,28.0
91,country,15.0,41.0
92,coverage,1.0,3.0
93,creation,2.0,1.0
94,criteria,1.0,1.0
95,data,163.0,5.0
96,date,3.0,3.0
97,days,7.0,2.0
98,december,5.0,16.0
99,decent,2.0,1.0
100,decision,2.0,103.0
101,decisions,6.0,11.0
102,definitions,2.0,2.0
103,developers,1.0,1.0
104,development,83.0,15.0
105,dialogue,2.0,1.0
106,differences,1.0,1.0
107,disaster,2.0,1.0
108,economic,7.0,1.0
109,economy,10.0,1.0
110,education,8.0,1.0
111,effectiveness,2.0,6.0
112,efficiency,16.0,1.0
113,effort,6.0,2.0
114,efforts,17.0,17.0
115,element,2.0,1.0
116,elements,4.0,6.0
117,emissions,179.0,26.0
118,encourages,1.0,5.0
119,end,13.0,1.0
120,energy,372.0,2.0
121,enhance,7.0,6.0
122,entities,8.0,11.0
123,environment,63.0,3.0
124,environments,1.0,3.0
125,equity,4.0,2.0
126,estimate,4.0,1.0
127,event,4.0,2.0
128,events,19.0,2.0
129,example,53.0,2.0
130,examples,3.0,2.0
131,exchange,2.0,3.0
132,executive,21.0,2.0
