,keyword,Frequency.48,Frequency
0,ability,2.0,1.0
1,acceptance,1.0,1.0
2,access,6.0,8.0
3,accessibility,2.0,1.0
4,accordance,1.0,36.0
5,accounting,6.0,10.0
6,accuracy,2.0,2.0
7,achievement,1.0,1.0
8,act,2.0,2.0
9,action,2.0,15.0
10,actions,5.0,26.0
11,activities,33.0,14.0
12,activity,1.0,3.0
13,adaptation,2.0,143.0
14,address,4.0,3.0
15,adequacy,3.0,4.0
16,advice,1.0,5.0
17,agencies,6.0,4.0
18,agreement,9.0,179.0
19,agriculture,1.0,2.0
20,ambition,1.0,1.0
21,amount,2.0,1.0
22,analysis,7.0,1.0
23,application,8.0,4.0
24,appreciation,1.0,4.0
25,approach,21.0,7.0
26,approaches,2.0,8.0
27,appropriate,1.0,6.0
28,approval,1.0,1.0
29,areas,34.0,3.0
30,articles,1.0,5.0
31,aspects,5.0,1.0
32,aspirations,18.0,1.0
33,assessment,18.0,2.0
34,assistance,4.0,6.0
35,availability,16.0,7.0
36,awareness,13.0,2.0
37,balance,4.0,5.0
38,baselines,1.0,3.0
39,basis,5.0,12.0
40,bodies,1.0,22.0
41,body,1.0,12.0
42,building,8.0,1.0
43,capabilities,11.0,1.0
44,capability,12.0,2.0
45,capacity,8.0,9.0
46,case,2.0,3.0
47,categories,1.0,7.0
48,centre,7.0,2.0
49,change,31.0,18.0
50,channels,6.0,2.0
51,choice,5.0,1.0
52,clarity,4.0,9.0
53,climate,28.0,31.0
54,collaboration,4.0,8.0
55,committee,5.0,38.0
56,common,1.0,2.0
57,communication,9.0,36.0
58,communities,16.0,1.0
59,comparison,1.0,1.0
60,compliance,32.0,1.0
61,component,2.0,7.0
62,concern,1.0,1.0
63,concerns,2.0,1.0
64,concrete,1.0,1.0
65,conference,3.0,53.0
66,consequences,2.0,1.0
67,consideration,3.0,24.0
68,considerations,1.0,2.0
69,consistency,1.0,6.0
70,construction,7.0,1.0
71,consultation,3.0,1.0
72,contact,1.0,1.0
73,contain,1.0,1.0
74,content,2.0,4.0
75,context,2.0,2.0
76,contribute,6.0,1.0
77,contributes,1.0,4.0
78,contribution,2.0,32.0
79,contributions,1.0,50.0
80,conventions,1.0,1.0
81,cooperation,1.0,3.0
82,countries,14.0,28.0
83,country,12.0,41.0
84,creation,10.0,1.0
85,criteria,1.0,1.0
86,data,30.0,5.0
87,date,18.0,3.0
88,days,1.0,2.0
89,december,2.0,16.0
